                                                                                           ,,,
-------------------------------------------------------------------------------------------,,,
                                                                                           ,,,
 Please cite as:                                                                           ,,,
                                                                                           ,,,
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       ",,,
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   ",,,
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    ",,,
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   ",,,
                                                                                           ,,,
" If it is necessary to cite a peer-reviewed article, please cite as:                       ",,,
                                                                                           ,,,
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       ",,,
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       ",,,
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       ",,,
 in A History of Atmospheric CO2 and its effects on Plants, Animals," and Ecosystems""","     """
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 ",,,
" New York, 2005.                                                                           ",,,
                                                                                           ,,,
-------------------------------------------------------------------------------------------,,,
                                                                                           ,,,
 The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant ,,,
 formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   ,,,
" mole (ppm), reported on the 2008A SIO manometric mole fraction scale.  This is the        ",,,
 standard version of the data most often sought.  The monthly values have been adjusted    ,,,
 to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  ,,,
 adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           ,,,
 subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      ,,,
1998,11,365.46,367.6
1998,12,366.97,367.85
1999,1,368.15,368.12
1999,2,368.87,368.17
1999,3,369.59,368.13
1999,4,371.14,368.5
1999,5,371,367.8
1999,6,370.35,367.92
1999,7,369.27,368.48
1999,8,366.93,368.37
1999,9,364.64,367.93
1999,10,365.13,368.54
1999,11,366.68,368.82
1999,12,368,368.89
2000,1,369.14,369.11
2000,2,369.46,368.76
2000,3,370.51,369.02
2000,4,371.66,368.98
2000,5,371.83,368.62
2000,6,371.69,369.28
2000,7,370.12,369.36
2000,8,368.12,369.59
2000,9,366.62,369.94
2000,10,366.73,370.15
2000,11,368.29,370.44
2000,12,369.53,370.41
2001,1,370.28,370.25
2001,2,371.5,370.79
2001,3,372.12,370.65
2001,4,372.86,370.2
2001,5,374.02,370.8
2001,6,373.31,370.86
2001,7,371.62,370.83
2001,8,369.55,371
2001,9,367.96,371.27
2001,10,368.1,371.53
2001,11,369.68,371.84
2001,12,371.24,372.13
2002,1,372.44,372.4
2002,2,373.08,372.38
2002,3,373.52,372.04
2002,4,374.85,372.19
2002,5,375.55,372.32
2002,6,375.4,372.95
2002,7,374.02,373.23
2002,8,371.48,372.94
2002,9,370.7,374.02
2002,10,370.25,373.7
2002,11,372.08,374.25
2002,12,373.78,374.67
2003,1,374.68,374.65
2003,2,375.62,374.91
2003,3,376.11,374.63
2003,4,377.65,374.97
2003,5,378.35,375.11
2003,6,378.13,375.67
2003,7,376.61,375.81
2003,8,374.48,375.94
2003,9,372.98,376.31
2003,10,373,376.46
2003,11,374.35,376.52
2003,12,375.69,376.58
2004,1,376.79,376.75
2004,2,377.36,376.65
2004,3,378.39,376.88
2004,4,380.5,377.79
2004,5,380.61,377.36
2004,6,379.55,377.11
2004,7,377.76,377
2004,8,375.83,377.32
2004,9,374.05,377.4
2004,10,374.22,377.69
2004,11,375.84,378.02
2004,12,377.44,378.34
2005,1,378.34,378.31
2005,2,379.61,378.9
2005,3,380.08,378.59
2005,4,382.05,379.35
2005,5,382.24,378.98
2005,6,382.08,379.61
2005,7,380.67,379.87
2005,8,378.67,380.13
2005,9,376.42,379.77
2005,10,376.8,380.28
2005,11,378.31,380.49
2005,12,379.96,380.86
2006,1,381.37,381.33
2006,2,382.02,381.3
2006,3,382.56,381.07
2006,4,384.37,381.66
2006,5,384.92,381.65
2006,6,384.03,381.55
2006,7,382.28,381.48
2006,8,380.48,381.95
2006,9,378.81,382.17
2006,10,379.06,382.55
2006,11,380.14,382.33
2006,12,381.66,382.56
2007,1,382.58,382.55
2007,2,383.71,382.99
2007,3,384.34,382.84
